Найменування відокремленного підрозділу та ПНФП;Адреса;Дата та номер рішення про створення;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1700030;39601, Полтавська обл., місто Кременчук, Автозаводський район, ВУЛИЦЯ 1-ИЙ ПІЩАНИЙ ТУПІК, будинок 1;410/07/05 від 09.07.2019;43118594;ПН-ПТ:9:00-18:00, СБ: 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700031;72305, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ЛОМОНОСОВА, будинок 23;410/07/05 від 09.07.2019;43118601;Пн-Пт:9:00-18:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700032;54020, Миколаївська обл., м.Миколаїв, Заводський р-н., вул.Мала Морська, 112;410/07/05 від 09.07.2019;43118620;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700033;89601, Закарпатська обл., місто Мукачево, ВУЛИЦЯ БЕРЕГІВСЬКА, будинок 110;410/07/05 від 09.07.2019;43118636;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700034;53213, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ШУЛЬГІНА, будинок 10/1;410/07/05 від 09.07.2019;43118641;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700035;28006, Кіровоградська обл., місто Олександрія, КІРОВОГРАДСЬКЕ ШОСЕ, будинок 157;410/07/05 від 09.07.2019;43118657;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700036;93405, Луганська обл., місто Сєвєродонецьк, ВУЛИЦЯ ПИВОВАРОВА, будинок 4;410/07/05 від 09.07.2019;43118662;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700037;40020, Сумська обл., місто Суми, Ковпаківський район, ПРОСПЕКТ Курський, будинок 26;410/07/05 від 09.07.2019;43118678;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700038;20304, Черкаська обл., місто Умань, ВУЛИЦЯ МАКСИМА ЗАЛІЗНЯКА, будинок 6-Г;410/07/05 від 09.07.2019;43118683;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700039;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ СИБІРЦЕВА, будинок 2;410/07/05 від 09.07.2019;43118699;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700040;09109, Київська обл., місто Біла Церква, СКВИРСЬКЕ ШОСЕ, будинок 178;410/07/05 від 09.07.2019;43118704;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700041;49107, Дніпропетровська обл., місто Дніпро, Соборний район, ВУЛИЦЯ ГЕНЕРАЛА ПУШКІНА, будинок 1-С;410/07/05 від 09.07.2019;43118715;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700042;45008, Волинська обл., місто Ковель, ВУЛИЦЯ БРЕСТСЬКА, будинок 113-В;410/07/05 від 09.07.2019;43118725;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700043;25014, Кіровоградська обл., місто Кропивницький, Фортечний район, ПРОСПЕКТ ІНЖЕНЕРІВ, будинок 10;410/07/05 від 09.07.2019;43118730;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700044;74900, Херсонська обл., місто Нова Каховка, ВУЛИЦЯ ЗАВОДСЬКА, будинок 2-Р;410/07/05 від 09.07.2019;43118746;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700045;55213, Миколаївська обл., місто Первомайськ, ВУЛИЦЯ КИЇВСЬКА, будинок 112;410/07/05 від 09.07.2019;43118751;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700046;84122, Донецька обл., місто Слов`янськ, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 63;410/07/05 від 09.07.2019;43118767;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700047;62416, Харківська обл., Харківський район, селище міського типу Пісочин, ПЛОЩА ЮРІЯ КОНОНЕНКА, будинок 1, МІСЦЕ 15.4 РЯД Т, ТЦ ЛОСК;410/07/05 від 09.07.2019;43118772;ВТ-ПТ: 8:00-15:00, СБ: 8:00-13:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700048;29016, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕОЛОГІВ, будинок 2;410/07/05 від 09.07.2019;43118788;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700049;03083, м.Київ, Голосіївський район, ВУЛИЦЯ ПИРОГІВСЬКИЙ ШЛЯХ, будинок 34;625/09/05 від 20.09.2019;43244778;ПН-ПТ: 9:00-20:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700050;17501, Чернігівська обл., місто Прилуки, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 50;625/09/05 від 20.09.2019;43244783;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700051;03134, м.Київ, Святошинський район, ВУЛИЦЯ ЯКУТСЬКА, будинок 8;94/07/19  від 02.04.2019;43450497;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700052;07400, Київська обл., м.Бровари, вул.Залізнична, 5;94/07/19  від 02.04.2019;43450502;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700053;51404, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ Дніпровська, будинок 49;94/07/19  від 02.04.2019;43450518;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700054;51200, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ СУЧКОВА, будинок 66;287/04/05 від 27.04.2020;43450460;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700055;08304, Київська обл., місто Бориспіль, ВУЛИЦЯ МИХАЙЛА КАЛМИКОВА, будинок 5;287/04/05 від 27.04.2020;43450476;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700056;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ КИЇВСЬКА, будинок 23;287/04/05 від 27.04.2020;43450481;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700057;61099, Харківська обл., м.Харків, Немишлянський р-н., бульвар Богдана Хмельницького, 8;369/06/05 від 03.06.2020;43450392;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700058;65120, Одеська обл., м.Одеса, Малиновський р-н., вул.Базова, 11;369/06/05 від 03.06.2020;43450408;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700059;69002, Харківська обл., м.Харків, Основ`янський р-н., вул.Достоєвського, 18-В, приміщення 30;369/06/05 від 03.06.2020;43450413;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700060;21029, Вінницька обл., м.Вінниця, вул.Львівське шосе, 2;369/06/05 від 03.06.2020;43450429;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700061;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Калинова, 8;369/06/05 від 03.06.2020;43450434;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700062;79024, Львівська обл., м.Львів, Шевченківський р-н., вул.Польова, 46;383/06/05 від 16.06.2020;43450443;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700063;61054, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 120-А;383/06/05 від 16.06.2020;43450455;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700064;49130, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Генерала Захарченка, 1;631/10/05 від 19.10.2020;;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700065;65000, Одеська обл., м.Одеса, Малиновський р-н., вул.Генерала Цвєтаєва, 18;207/04/05 від 19.04.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700066;69014, Запорізька обл., м.Запоріжжя, Шевченківський р-н., вул.Радистів, 54;207/04/05 від 19.04.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700067;92700, Луганська обл., Старобільський р-н., м.Старобільськ, площа Товарна, 24-Б;207/04/05 від 19.04.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700068;10002, Житомирська обл., м.Житомир, Корольовський р-н., вул.Вінницька, 23;309/06/05 від 02.06.2021;;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700069;46023, Тернопільська обл. м.Тернопіль, вул.15 Квітня, корпус 12;309/06/05 від 02.06.2021;;Пн-Пт: 09:00-19:00, Сб: 09:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700070;08601, Київська обл., Обухівський р-н., м.Васильків, вул.Чехова, 3-А;828/12/05 від 21.12.2021;;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700071;81105, Львівська обл., Львівський р-н., с.Наварія, вул.Львівська, 129;89/02/05 від 07.02.2022;;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700072;79034, Львівська обл., м.Львів, Сихівський р-н., вул.Панаса Мирного, 24;89/02/05 від 07.02.2022;;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700073;58000, Чернівецька обл., м.Чернівці, вул.Маланчука Олександра, 36-Б;89/02/05 від 07.02.2022;;ПН–ПТ 09:00-18:00 СБ 09:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700074;18031, Черкаська обл., м.Черкаси, Соснівський р-н., вул.Благовісна, 27;89/02/05 від 07.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1700075;78203, Івано-Франківська обл., Коломийський р-н., м.Коломия, вул.Гетьмана Івана Мазепи, 210-А;89/02/05 від 07.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890001;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ГЛИНКИ, будинок 2;470/07/05 від 27.07.2020;43735595;ПН-НД: 10:00-22:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890002;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52-А;470/07/05 від 27.07.2020;43735605;ПН-СБ: 9:00-21:00, НД: 10:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890003;04076, м.Київ, Оболонський р-н, проспект Степана Бандери, 23;630/10/05 від 19.10.2020;;ПН-НД: 10:00-22:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890004;49055, Дніпропетровська обл., м.Дніпро, Чечелівський р-н, вул.Титова, 36;630/10/05 від 19.10.2020;;ПН-НД: 9:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890008;69019, Запорізька обл., м.Запоріжжя, Дніпровський р-н., проспект Соборний, 218;630/10/05 від 19.10.2020;;ПН-НД: 9:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890013;01133, м.Київ, Печерський р-н., бульвар Лесі Українки, 24;630/10/05 від 19.10.2020;;ПН-СБ: 9:00-21:00, НД: 10:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890014;01001, м.Київ, Шевченківський р-н., вул.Хрещатик, 21, приміщення 125-125-А;630/10/05 від 19.10.2020;;ПН-НД: 10:00-22:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890015;49005, Дніпропетровська обл., м.Дніпро, Соборний р-н., проспект Гагаріна, 8-А;630/10/05 від 19.10.2020;;ПН-НД: 9:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890020;51939, Дніпропетровська обл., м.Кам`янське, Дніпровський р-н., бульвар Будівельників, 27-А;565/09/05 від 17.09.2021;;ПН-НД: 9:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890051;49100, Дніпропетровська обл., м.Дніпро, Соборний р-н,  проспект Героїв, 3;677/11/05 від 05.11.2020;;ПН-НД: 10:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890052;49107, Дніпропетровська обл., м.Дніпро, Шевченківський р-н, бульвар Зоряний, 1-А;677/11/05 від 05.11.2020;;ПН-НД: 10:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890055;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н, вул.Калинова, 9-А;677/11/05 від 05.11.2020;;ПН-НД: 9:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890057;49010, Дніпропетровська обл., м.Дніпро, Соборний р-н, вул.Кюрі Марії, 5;677/11/05 від 05.11.2020;;ПН-НД: 10:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890058;69002, Запорізька обл., м.Запоріжжя, Олександрівський р-н,  проспект Соборний, 83-85/ вул.Поштова, 88-90, 90-А;677/11/05 від 05.11.2020;;ПН-НД: 10:00-22:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890059;04208, м.Київ, Подільський р-н, проспект Правди, 47;677/11/05 від 05.11.2020;;ПН-НД: 10:00-22:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890061;02121, м.Київ, Дарницький р-н., проспект Миколи Бажана, 3-В;677/11/05 від 05.11.2020;;ПН-СБ: 9:00-21:00, НД: 10:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1890062;02222, м.Київ, Деснянський р-н., проспект Маяковського, 43/2;677/11/05 від 05.11.2020;;ПН-НД: 10:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
