department;region;district_region;post_index;city_type;city;district_city;street_type;street;hous;address;koatu;partner
1330117;Хмельницька;;32315;м.;Кам'янець-Подільський;;вулиця;Нігинське Шосе;41/1;32315, Хмельницька обл., місто Кам'янець-Подільський, ВУЛИЦЯ НІГИНСЬКЕ ШОСЕ, будинок 41/1;6810400000;Джаст Ін
1330118;Чернівецька;;58032;м.;Чернівці;;вулиця;Головна;265-А;58032, Чернівецька обл., місто Чернівці, ВУЛИЦЯ ГОЛОВНА, будинок 265-А;7310100000;Джаст Ін
1330119;Одеська;;65490;м.;Теплодар;;вулиця;Піонерна;1;65490, Одеська обл., місто Теплодар, ВУЛИЦЯ ПІОНЕРНА, будинок 1;5111500000;Джаст Ін
1330120;Миколаївська;;54037;м.;Миколаїв;Заводський;вулиця;Озерна;17-Г;54037, Миколаївська обл., місто Миколаїв, Заводський район, ВУЛИЦЯ ОЗЕРНА, будинок 17-Г;4810136300;Джаст Ін
1330121;Миколаївська;;54055;м.;Миколаїв;Центральний;вулиця;Чкалова;82;54055, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ ЧКАЛОВА, будинок 82;4810137200;Джаст Ін
1330122;Дніпропетровська;;50086;м.;Кривий Ріг;Довгинцівський;;шосе  Дніпропетровське;4, приміщення 1;50086, Дніпропетровська обл., м.Кривий Ріг, Довгинцівський р-н., шосе  Дніпропетровське, 4, приміщення 1;1211036400;Джаст Ін
1330123;Херсонська;;73034;м.;Херсон;Суворовський;проспект;200-річчя Херсона;8;73034, Херсонська обл., місто Херсон, Суворовський район, ПРОСПЕКТ 200-РІЧЧЯ ХЕРСОНА, будинок 8;6510136900;Джаст Ін
1330124;Херсонська;;73003;м.;Херсон;Суворовський;вулиця;Потьомкінська;42/14;73003, Херсонська обл.  м.Херсон, Суворовський р-н., вул.Потьомкінська, 42/14;6510136900;Джаст Ін
1330125;Дніпропетровська;;50071;м.;Кривий Ріг;Саксаганський;вулиця;Володимира Великого;24-Д;50071, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 24-Д;1211037000;Джаст Ін
1330126;Дніпропетровська;;50076;м.;Кривий Ріг;Саксаганський;бульвар;Вечірній;33;50076, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, БУЛЬВАР ВЕЧІРНІЙ, будинок 33;1211037000;Джаст Ін
1330127;Запорізька;;69009;м.;Запоріжжя;Заводський;вулиця;Ринкова;2;69009, Запорізька обл., місто Запоріжжя, Заводський район, ВУЛИЦЯ РИНКОВА, будинок 2;2310136600;Джаст Ін
1330128;Запорізька;;69014;м.;Запоріжжя;Шевченківський;вулиця;Базова;1;69014, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ БАЗОВА, будинок 1;2310137500;Джаст Ін
1330129;Запорізька;;69041;м.;Запоріжжя;Дніпровський;бульвар/вул.;Вінтера/Кияшка;30/3;69041, Запорізька обл., місто Запоріжжя, Дніпровський район, БУЛЬВАР ВІНТЕРА/ВУЛИЦЯ КИЯШКА, будинок 30/3;2310136900;Джаст Ін
1330130;Запорізька;;69097;м.;Запоріжжя;Хортицький;вулиця;Василя Сергієнка;9;69097, Запорізька обл., місто Запоріжжя, Хортицький район, ВУЛИЦЯ ВАСИЛЯ СЕРГІЄНКА, будинок 9;2310137300;Джаст Ін
1330131;Запорізька;;69091;м.;Запоріжжя;;бульвар;Шевченка;71;71630, Запорізька обл., м.Запоріжжя, Вознесенівський р-н., бульвар Шевченка, будинок 71;2310137200;Джаст Ін
1330132;Донецька;;87549;м.;Маріуполь;Центральний;проспект;Металургів;112;87549, Донецька обл., місто Маріуполь, Центральний район, ПРОСПЕКТ МЕТАЛУРГІВ, будинок 112;1412336300;Джаст Ін
1330133;Харківська;;61176;м.;Харків;Немишлянський;вулиця;Краснодарська;181-А;61176, Харківська обл., місто Харків, Немишлянський район, ВУЛИЦЯ КРАСНОДАРСЬКА, будинок 181-А;6310138500;Джаст Ін
1330134;Харківська;;61068;м.;Харків;Московський;вулиця;Павлова;44-Б;61068, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ ПАВЛОВА, будинок 44-Б;6310137500;Джаст Ін
1330135;Київська;Вишгородський;7352;м.;Лютіж;;вулиця;Визволителів;56-А;07352, Київська обл., Вишгородський район, село Лютіж, ВУЛИЦЯ ВИЗВОЛИТЕЛІВ, будинок 56-А;3221885201;Джаст Ін
1330136;;; 02068;м.;Київ;Дарницький;вулиця;Ревуцького;6;02068, м.Київ, Дарницький район, ВУЛИЦЯ РЕВУЦЬКОГО, будинок 6;8036300000;Джаст Ін
1330137;Сумська;;41615;м.;Конотоп;;проспект;Миру;3;41615, Сумська обл., м.Конотоп, проспект Миру, 3;5910400000;Джаст Ін
1330138;Чернігівська;;14014;м.;Чернігів;Деснянський;вулиця;Музична;1;14014, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ МУЗИЧНА, будинок 1;7410136300;Джаст Ін
1330139;Чернівецька;;58029;м.;Чернівці;;вулиця;Героїв майдану;71;58029, Чернівецька обл., місто Чернівці, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 71;7310100000;Джаст Ін
1330140;Херсонська;;73005;м.;Херсон;Дніпровський;вулиця;Залаегерсег;18;73005, Херсонська обл., місто Херсон, Дніпровський район, ВУЛИЦЯ ЗАЛАЕГЕРСЕГ, будинок 18;6510136300;Джаст Ін
1330141;Вінницька;;22000;м.;Хмільник;;проспект;Свободи;1;22000, Вінницька обл., місто Хмільник, ПРОСПЕКТ СВОБОДИ, будинок 1;0510900000;Джаст Ін
1330142;Київська;Обухівський;08601;м.;Васильків;;вулиця;Грушевського;19;08601, Київська обл., Обухівський р-н., м.Васильків, вул.Грушевського, 19;3210700000;Джаст Ін
1330143;;;3126;м.;Київ;Солом'янський;бульвар;Гавела Вацлава;54/26;03126, м.Київ, Солом'янський район, БУЛЬВАР ГАВЕЛА ВАЦЛАВА, будинок 54/26;8038900000;Джаст Ін
1330144;Одеська;;65123;м.;Одеса;Суворовський;вулиця;Семена Палія;93-А;65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ СЕМЕНА ПАЛІЯ, будинок 93-А;5110137600;Джаст Ін
1330145;Одеська;;65058;м.;Одеса;Приморський;вулиця;Довженка;4;65058, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ДОВЖЕНКА, будинок 4;5110137500;Джаст Ін
1330146;;;02072;м.;Київ;Дарницький;вулиця;Бориса Гмирі;5-А;02072, м.Київ, Дарницький р-н., вул.Бориса Гмирі, 5-А;8036300000;Джаст Ін
1330147;;;2140;м.;Київ;Дарницький;проспект;Миколи Бажана;30;02140, м.Київ, Дарницький район, ПРОСПЕКТ МИКОЛИ БАЖАНА, будинок 30;8036300000;Джаст Ін
1330148;;;2192;м.;Київ;Дніпровський;вулиця;Бойченка Олександра;7;02192, м.Київ, Дніпровський район, ВУЛИЦЯ БОЙЧЕНКА ОЛЕКСАНДРА, будинок 7;8036600000;Джаст Ін
1330149;Тернопільська;;46020;м.;Тернопіль;;вулиця;Текстильна;28-Ч;46020, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ТЕКСТИЛЬНА, будинок 28-Ч;6110100000;Джаст Ін
1330150;Херсонська;;73039;м.;Херсон;Суворовський;вулиця;49-ї Гвардійської Дивізії;45;73039, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ 49-Ї ГВАРДІЙСЬКОЇ ДИВІЗІЇ, будинок 45;6510136900;Джаст Ін
1330151;Івано-Франківська;;76019;м.;Івано-Франківськ;;бульвар;Північний ім Пушкіна;2-А;76019, Івано-Франківська обл., місто Івано-Франківськ, БУЛЬВАР ПІВНІЧНИЙ ІМ. ПУШКІНА, будинок 2-А;2610100000;Джаст Ін
1330152;;;4212;м.;Київ;Оболонський;вулиця;Тимошенка;19;04212, м.Київ, Оболонський район, ВУЛИЦЯ ТИМОШЕНКА, будинок 19;8038000000;Джаст Ін
